rain_ord,sol_ord,ban_num,mnt_pente_mean,mnt_tpi_mean,mnt_tri_mean,mnt_rugosite_mean,mnt_ombrage_mean,mnt_exposition_mean,ANNEE,log_5b,log_chl,contamine,Taux_Chlordecone_clean,Taux_5b_hydro_clean,COMMU_LAB,Sol_simple,RAIN,histoBanane_cat,X,Y,ANNEE,ID,chl_censure
3,-1,-1,47.389262909357,9.77373927466429,11.4591639820101,32.2065005900928,99.2051290229977,109.004065304053,2017,0.0980337402713654,1.4969408812069542,1,3.468,0.103,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699009.508853598,1632436.7033532,2017,22971,0
3,4,-1,57.0087699890137,9.625,11.125,41.0,122.0,68.3852233886719,2017,0.0980337402713654,1.4969408812069542,1,3.468,0.103,MORNE-ROUGE(LE),Andosol,2000-3000,Inconnu,699007.321209971,1632440.00795851,2017,22971,0
3,4,-1,57.0087699890137,9.625,11.125,41.0,122.0,68.3852233886719,2017,0.0980337402713654,1.4969408812069542,1,3.468,0.103,MORNE-ROUGE(LE),Andosol,2000-3000,Inconnu,699007.883732385,1632439.61585059,2017,22971,0
4,-1,-1,47.389262909357,9.77373927466429,11.4591639820101,32.2065005900928,99.2051290229977,109.004065304053,2017,0.0980337402713654,1.4969408812069542,1,3.468,0.103,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699009.508853598,1632436.7033532,2017,22971,0
4,4,-1,57.0087699890137,9.625,11.125,41.0,122.0,68.3852233886719,2017,0.0980337402713654,1.4969408812069542,1,3.468,0.103,MORNE-ROUGE(LE),Andosol,3000-5000,Inconnu,699007.321209971,1632440.00795851,2017,22971,0
4,4,-1,57.0087699890137,9.625,11.125,41.0,122.0,68.3852233886719,2017,0.0980337402713654,1.4969408812069542,1,3.468,0.103,MORNE-ROUGE(LE),Andosol,3000-5000,Inconnu,699007.883732385,1632439.61585059,2017,22971,0
3,-1,-1,103.246736863177,-28.7038735433751,29.0657639188606,71.0,24.7893828226155,173.521861106402,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699066.580031179,1632554.15058041,2017,22973,0
4,-1,-1,103.246736863177,-28.7038735433751,29.0657639188606,71.0,24.7893828226155,173.521861106402,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699066.580031179,1632554.15058041,2017,22973,0
3,-1,-1,48.5222394139552,-6.13020667015028,12.5875118539592,41.7063750108863,178.411704938021,234.091981541253,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699073.253115478,1632496.55996893,2017,22973,0
4,-1,-1,48.5222394139552,-6.13020667015028,12.5875118539592,41.7063750108863,178.411704938021,234.091981541253,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699073.253115478,1632496.55996893,2017,22973,0
3,-1,-1,91.5063498348501,-29.0658067542214,29.3582082551595,70.8303939962477,51.6281425891182,184.11763190579,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699080.312958376,1632553.91603064,2017,22973,0
4,-1,-1,91.5063498348501,-29.0658067542214,29.3582082551595,70.8303939962477,51.6281425891182,184.11763190579,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699080.312958376,1632553.91603064,2017,22973,0
3,-1,-1,116.715469360352,-22.0,25.5,64.0,253.0,324.062866210938,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699142.360039549,1632561.59892538,2017,22973,0
3,-1,-1,73.6269111633301,-7.675,22.525,58.4,164.0,243.609796142578,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699094.944639913,1632531.9380446,2017,22973,0
3,4,-1,116.715469360352,-22.0,25.5,64.0,253.0,324.062866210938,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),Andosol,2000-3000,Inconnu,699143.188426886,1632561.270642,2017,22973,0
3,4,-1,116.715469360352,-22.0,25.5,64.0,253.0,324.062866210938,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),Andosol,2000-3000,Inconnu,699142.737074431,1632563.4343511,2017,22973,0
4,-1,-1,116.715469360352,-22.0,25.5,64.0,253.0,324.062866210938,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699142.360039549,1632561.59892538,2017,22973,0
4,-1,-1,73.6269111633301,-7.675,22.525,58.4,164.0,243.609796142578,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699094.944639913,1632531.9380446,2017,22973,0
4,4,-1,116.715469360352,-22.0,25.5,64.0,253.0,324.062866210938,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),Andosol,3000-5000,Inconnu,699143.188426886,1632561.270642,2017,22973,0
4,4,-1,116.715469360352,-22.0,25.5,64.0,253.0,324.062866210938,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),Andosol,3000-5000,Inconnu,699142.737074431,1632563.4343511,2017,22973,0
3,-1,-1,98.3568916320801,-2.025,19.975,64.4,135.0,228.507632446289,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699105.871841993,1632484.79140358,2017,22973,0
4,-1,-1,98.3568916320801,-2.025,19.975,64.4,135.0,228.507632446289,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699105.871841993,1632484.79140358,2017,22973,0
3,-1,-1,90.0632488053692,13.1304097142931,21.2634233249429,60.1950319182064,151.774327901183,233.339811143624,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699116.624389585,1632502.55326925,2017,22973,0
4,-1,-1,90.0632488053692,13.1304097142931,21.2634233249429,60.1950319182064,151.774327901183,233.339811143624,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699116.624389585,1632502.55326925,2017,22973,0
3,-1,-1,64.8532252311707,-1.71875,15.09375,45.0,76.0,107.783821105957,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699106.217635579,1632590.53414146,2017,22973,0
4,-1,-1,64.8532252311707,-1.71875,15.09375,45.0,76.0,107.783821105957,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699106.217635579,1632590.53414146,2017,22973,0
3,-1,-1,30.8794348364581,-11.2504015611215,15.0869249341675,48.9765495039836,166.326926314797,173.246723786729,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699120.304346237,1632568.14019805,2017,22973,0
4,-1,-1,30.8794348364581,-11.2504015611215,15.0869249341675,48.9765495039836,166.326926314797,173.246723786729,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699120.304346237,1632568.14019805,2017,22973,0
3,-1,-1,98.2688464908941,7.03953013451285,25.1113636515204,58.4351698249732,37.0810882569682,141.647438800402,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699074.991990065,1632579.01339993,2017,22973,0
4,-1,-1,98.2688464908941,7.03953013451285,25.1113636515204,58.4351698249732,37.0810882569682,141.647438800402,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699074.991990065,1632579.01339993,2017,22973,0
3,-1,-1,94.0941541157068,11.6273213961443,22.6470132860291,52.9318623478489,42.9443271474608,127.876740224531,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699079.999621721,1632587.59505045,2017,22973,0
4,-1,-1,94.0941541157068,11.6273213961443,22.6470132860291,52.9318623478489,42.9443271474608,127.876740224531,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699079.999621721,1632587.59505045,2017,22973,0
3,-1,-1,120.706663507827,-17.3026906235298,28.3177812760106,72.8993956501285,114.160966959794,224.341139308604,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699153.423633853,1632484.73689669,2017,22973,0
4,-1,-1,120.706663507827,-17.3026906235298,28.3177812760106,72.8993956501285,114.160966959794,224.341139308604,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699153.423633853,1632484.73689669,2017,22973,0
3,-1,-1,83.5065794651802,-3.77423477659367,18.68376169992,55.6237543503167,141.278744514818,226.0196044784,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699142.777973003,1632492.15727588,2017,22973,0
4,-1,-1,83.5065794651802,-3.77423477659367,18.68376169992,55.6237543503167,141.278744514818,226.0196044784,2017,0.0449733656427311,1.69120221423674,1,4.426,0.046,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699142.777973003,1632492.15727588,2017,22973,0
3,-1,-1,8.0,1.5,1.5,4.0,170.0,90.0,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699365.419111153,1632605.22368793,2017,22974,0
4,-1,-1,8.0,1.5,1.5,4.0,170.0,90.0,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699365.419111153,1632605.22368793,2017,22974,0
3,-1,-1,45.6344184875488,8.0,10.0,33.0,116.0,184.398712158203,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699423.990101594,1632578.56843128,2017,22974,0
4,-1,-1,45.6344184875488,8.0,10.0,33.0,116.0,184.398712158203,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699423.990101594,1632578.56843128,2017,22974,0
3,-1,-1,15.084754160391,0.845359570401127,4.03159627768752,11.9186625819663,159.339973714342,113.824904527574,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699391.279060513,1632593.65166998,2017,22974,0
4,-1,-1,15.084754160391,0.845359570401127,4.03159627768752,11.9186625819663,159.339973714342,113.824904527574,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699391.279060513,1632593.65166998,2017,22974,0
3,-1,-1,37.9029528076344,5.6282664789864,8.55861496172424,29.8152604144732,126.719778671185,168.081307500455,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699401.207170773,1632585.22113783,2017,22974,0
4,-1,-1,37.9029528076344,5.6282664789864,8.55861496172424,29.8152604144732,126.719778671185,168.081307500455,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699401.207170773,1632585.22113783,2017,22974,0
3,-1,-1,49.0628545452694,5.32422533347905,12.3123184487688,33.9470977687533,119.001213696944,192.193753756536,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699443.559422753,1632572.63179838,2017,22974,0
4,-1,-1,49.0628545452694,5.32422533347905,12.3123184487688,33.9470977687533,119.001213696944,192.193753756536,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699443.559422753,1632572.63179838,2017,22974,0
3,-1,-1,24.595090230306,3.58333333333333,5.25,14.6666666666667,158.333333333333,212.967559814453,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699442.426397344,1632594.24228304,2017,22974,0
4,-1,-1,24.595090230306,3.58333333333333,5.25,14.6666666666667,158.333333333333,212.967559814453,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699442.426397344,1632594.24228304,2017,22974,0
3,-1,-1,28.4889561975525,-18.4182966138825,20.4225918507855,35.0,137.283250923202,175.339237887159,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,699456.078247207,1632561.63295946,2017,22974,0
4,-1,-1,28.4889561975525,-18.4182966138825,20.4225918507855,35.0,137.283250923202,175.339237887159,2017,0.0825012215117436,1.7751218280750316,1,4.901,0.086,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,699456.078247207,1632561.63295946,2017,22974,0
3,4,-1,23.0366983841814,-2.79664416624296,5.16999602933699,14.426687843536,139.706751374144,113.76695297376,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,TRINITE(LA),Andosol,2000-3000,Inconnu,715996.972663087,1628820.28470585,2017,23006,1
1,1,-1,9.05538558959961,-1.375,2.125,7.0,190.0,263.659790039062,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CARBET(LE),Vertisol,1250-1500,Inconnu,697498.20928929,1624322.80141796,2017,23011,1
1,1,-1,9.05538558959961,-1.375,2.125,7.0,190.0,263.659790039062,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CARBET(LE),Vertisol,1250-1500,Inconnu,697488.903402983,1624323.12761867,2017,23011,1
1,1,-1,9.05538558959961,-1.375,2.125,7.0,190.0,263.659790039062,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CARBET(LE),Vertisol,1250-1500,Inconnu,697487.830763873,1624324.1571459,2017,23011,1
3,-1,-1,9.13297288678512,1.35134817627863,1.84653427397254,5.35409807413245,179.352679142938,240.540105607686,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,701507.581525874,1634391.40387838,2017,23050,1
4,-1,-1,9.13297288678512,1.35134817627863,1.84653427397254,5.35409807413245,179.352679142938,240.540105607686,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,701507.581525874,1634391.40387838,2017,23050,1
3,-1,-1,14.6792994765718,2.57127831191528,2.9989743232276,9.1673048102249,164.563539680248,193.412640229793,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,MORNE-ROUGE(LE),No data,2000-3000,Inconnu,701521.501000909,1634364.77502775,2017,23051,1
4,-1,-1,14.6792994765718,2.57127831191528,2.9989743232276,9.1673048102249,164.563539680248,193.412640229793,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,MORNE-ROUGE(LE),No data,3000-5000,Inconnu,701521.501000909,1634364.77502775,2017,23051,1
3,1,-1,9.84885787963867,0.375,1.875,6.0,173.0,66.0375137329102,2017,6.215607598755275,0.0554347068881005,0,0.057,499.5,LORRAIN(LE),"Alluvium, Colluvium",2000-3000,Inconnu,706574.197687714,1642522.48992424,2017,23045,0
3,1,-1,4.78446397893513,-0.15795382566468,0.90795382566468,3.26363060531744,178.527261210635,58.5749314758541,2017,6.215607598755275,0.0554347068881005,0,0.057,499.5,LORRAIN(LE),"Alluvium, Colluvium",2000-3000,Inconnu,706565.736249091,1642576.06269842,2017,23045,0
3,1,-1,7.34569167349924,1.06183456586159,1.625,5.0,183.252661736554,32.5943774602417,2017,6.215607598755275,0.0554347068881005,0,0.057,499.5,LORRAIN(LE),"Alluvium, Colluvium",2000-3000,Inconnu,706526.768288437,1642534.88927323,2017,23045,0
3,1,-1,9.26425092381296,0.519899918207843,1.81386320261735,5.79209834749549,175.37964056891,58.3792299722484,2017,6.215607598755275,0.0554347068881005,0,0.057,499.5,LORRAIN(LE),"Alluvium, Colluvium",2000-3000,Inconnu,706560.824001739,1642523.68963513,2017,23045,0
3,1,-1,4.73113143572105,-0.451842285654399,0.86596555776803,2.96291527555283,182.339200429472,27.6871446015012,2017,6.215607598755275,0.0554347068881005,0,0.057,499.5,LORRAIN(LE),"Alluvium, Colluvium",2000-3000,Inconnu,706531.19943989,1642598.19268739,2017,23045,0
3,1,-1,2.27602947229092,0.384661327241411,0.488381865139571,1.18205886074048,179.076698703491,62.6163307991978,2017,6.215607598755275,0.0554347068881005,0,0.057,499.5,LORRAIN(LE),"Alluvium, Colluvium",2000-3000,Inconnu,706201.305946226,1642652.13262947,2017,23045,0
3,1,-1,4.11751183963957,-0.551879186532893,0.757719491327113,2.47846403603709,183.846644923509,13.8681515465672,2017,6.215607598755275,0.0554347068881005,0,0.057,499.5,LORRAIN(LE),"Alluvium, Colluvium",2000-3000,Inconnu,706518.972578302,1642613.61871987,2017,23045,0
3,1,-1,0.0,0.0,0.0,0.0,181.0,0.0,2017,6.215607598755275,0.0554347068881005,0,0.057,499.5,LORRAIN(LE),"Alluvium, Colluvium",2000-3000,Inconnu,706499.93625628,1642708.75000922,2017,23045,0
3,2,-1,25.1229921837388,-0.07481892138392,4.86606756495862,15.996871068031,213.059862460139,345.541053013,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CASE-PILOTE,Nitisol,2000-3000,Inconnu,701912.211754337,1623777.72104429,2017,23008,1
3,2,-1,24.9507395426432,0.0833333333333333,5.0,15.6666666666667,215.333333333333,337.473022460938,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CASE-PILOTE,Nitisol,2000-3000,Inconnu,701921.768380533,1623756.63246169,2017,23008,1
2,1,-1,30.9398911186728,-1.63584287050965,6.23092643180017,23.588093763355,224.560405672792,310.179300388968,2017,6.215607598755275,0.0217614917815126,0,0.022,499.5,CASE-PILOTE,Vertisol,1500-2000,Inconnu,701507.583003403,1620242.2397725,2017,23009,0
2,1,-1,32.5279666900635,-1.15,7.55,23.6,221.0,292.899353027344,2017,6.215607598755275,0.0217614917815126,0,0.022,499.5,CASE-PILOTE,Vertisol,1500-2000,Inconnu,701481.701961879,1620227.71655634,2017,23009,0
3,4,-1,2.82842707633972,0.375,0.625,2.0,181.0,225.0,2017,6.215607598755275,0.0324671901375014,0,0.033,499.5,MORNE-ROUGE(LE),Andosol,2000-3000,Inconnu,703150.465452748,1632437.65287818,2017,23032,0
4,4,-1,2.82842707633972,0.375,0.625,2.0,181.0,225.0,2017,6.215607598755275,0.0324671901375014,0,0.033,499.5,MORNE-ROUGE(LE),Andosol,3000-5000,Inconnu,703150.465452748,1632437.65287818,2017,23032,0
3,4,-1,7.10506390746048,-0.0405008484267218,1.29050084842672,4.0,189.324006787414,56.488973635073,2017,0.0188217542405877,0.7533011033796925,1,1.124,0.019,MORNE-ROUGE(LE),Andosol,2000-3000,Inconnu,703330.565187696,1632249.15683005,2017,23033,0
4,4,-1,7.10506390746048,-0.0405008484267218,1.29050084842672,4.0,189.324006787414,56.488973635073,2017,0.0188217542405877,0.7533011033796925,1,1.124,0.019,MORNE-ROUGE(LE),Andosol,3000-5000,Inconnu,703330.565187696,1632249.15683005,2017,23033,0
3,4,-1,23.4765142683161,0.980698618394514,4.97491759950249,15.8337694971091,180.419014723679,47.9722718926984,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,GROS-MORNE,Andosol,2000-3000,Inconnu,710137.241344169,1627453.14813533,2017,23029,1
4,4,-1,19.7508321481135,4.15612023714771,5.10483197605925,11.4001718124552,187.379235285028,67.7029597320706,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,GROS-MORNE,Andosol,3000-5000,Inconnu,710139.455721292,1627469.83123998,2017,23029,1
3,4,-1,23.5220253799482,2.62488801968097,5.24885047895582,17.1793621994805,178.676238317746,40.7707574911146,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,GROS-MORNE,Andosol,2000-3000,Inconnu,710074.95076662,1627470.44186368,2017,23029,1
3,4,-1,26.8535817796243,-0.233318336711464,5.39008134189043,18.518261377114,172.240236545589,47.2878604517393,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,GROS-MORNE,Andosol,2000-3000,Inconnu,710048.833321528,1627465.04545608,2017,23029,1
4,4,-1,23.5220253799482,2.62488801968097,5.24885047895582,17.1793621994805,178.676238317746,40.7707574911146,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,GROS-MORNE,Andosol,3000-5000,Inconnu,710074.95076662,1627470.44186368,2017,23029,1
4,4,-1,26.8535817796243,-0.233318336711464,5.39008134189043,18.518261377114,172.240236545589,47.2878604517393,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,GROS-MORNE,Andosol,3000-5000,Inconnu,710048.833321528,1627465.04545608,2017,23029,1
3,4,-1,24.6981773376465,-6.5,6.5,16.0,185.0,31.7594795227051,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,GROS-MORNE,Andosol,2000-3000,Inconnu,710089.285074239,1627460.05893598,2017,23029,1
3,4,-1,29.7912216186523,-3.4375,6.22916666666667,19.3333333333333,183.0,32.5185788472494,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,GROS-MORNE,Andosol,2000-3000,Inconnu,710073.633938168,1627450.60379344,2017,23029,1
4,4,-1,24.6981773376465,-6.5,6.5,16.0,185.0,31.7594795227051,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,GROS-MORNE,Andosol,3000-5000,Inconnu,710089.285074239,1627460.05893598,2017,23029,1
4,4,-1,31.9838317871094,-3.475,6.825,21.0,180.4,36.879670715332,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,GROS-MORNE,Andosol,3000-5000,Inconnu,710071.679799748,1627450.80586633,2017,23029,1
3,4,-1,41.0367811251587,-5.81219963766852,9.34931855738877,24.961972635471,149.71585930551,53.2212290171112,2017,6.215607598755275,0.0478373294141601,0,0.049,499.5,GROS-MORNE,Andosol,2000-3000,Inconnu,710106.965931956,1627557.37183164,2017,23030,0
3,4,-1,13.6109980459778,-2.00102042247594,3.0023809857772,9.00816337980756,168.038095772435,72.8019701299866,2017,6.215607598755275,0.0478373294141601,0,0.049,499.5,GROS-MORNE,Andosol,2000-3000,Inconnu,710142.574300227,1627594.224318,2017,23030,0
4,4,-1,41.0367811251587,-5.81219963766852,9.34931855738877,24.961972635471,149.71585930551,53.2212290171112,2017,6.215607598755275,0.0478373294141601,0,0.049,499.5,GROS-MORNE,Andosol,3000-5000,Inconnu,710106.965931956,1627557.37183164,2017,23030,0
4,4,-1,13.6109980459778,-2.00102042247594,3.0023809857772,9.00816337980756,168.038095772435,72.8019701299866,2017,6.215607598755275,0.0478373294141601,0,0.049,499.5,GROS-MORNE,Andosol,3000-5000,Inconnu,710142.574300227,1627594.224318,2017,23030,0
3,4,-1,28.9539867522698,-1.02450390859892,6.21752856283824,17.5706554419723,185.660853878533,24.0212434274349,2017,6.215607598755275,0.0478373294141601,0,0.049,499.5,GROS-MORNE,Andosol,2000-3000,Inconnu,710111.071323723,1627546.87657632,2017,23030,0
3,4,-1,16.7740246877456,-2.21135029585799,3.76459526627219,11.7578603550296,181.244421301775,39.8406089809079,2017,6.215607598755275,0.0478373294141601,0,0.049,499.5,GROS-MORNE,Andosol,2000-3000,Inconnu,710138.023597,1627586.05423657,2017,23030,0
4,4,-1,28.9539867522698,-1.02450390859892,6.21752856283824,17.5706554419723,185.660853878533,24.0212434274349,2017,6.215607598755275,0.0478373294141601,0,0.049,499.5,GROS-MORNE,Andosol,3000-5000,Inconnu,710111.071323723,1627546.87657632,2017,23030,0
4,4,-1,16.7740246877456,-2.21135029585799,3.76459526627219,11.7578603550296,181.244421301775,39.8406089809079,2017,6.215607598755275,0.0478373294141601,0,0.049,499.5,GROS-MORNE,Andosol,3000-5000,Inconnu,710138.023597,1627586.05423657,2017,23030,0
3,4,-1,26.8494068530654,3.17191599181571,5.9506805344952,19.3422173075268,157.089915971951,72.6554653276769,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,TRINITE(LA),Andosol,2000-3000,Inconnu,716641.889265431,1629162.56245231,2017,23028,1
3,4,-1,19.2716451801433,3.13183916320827,5.15201787075464,15.6484288981113,158.164139916998,78.1804078422696,2017,6.215607598755275,0.0016486402455244,0,0.00165,499.5,TRINITE(LA),Andosol,2000-3000,Inconnu,716634.427525061,1629154.63688952,2017,23028,1
3,4,-1,35.3306369804427,4.14030016666855,7.347132448947,21.9664376928608,226.645588864855,272.623086265523,2017,6.215607598755275,0.1831545430978464,1,0.201,499.5,LORRAIN(LE),Andosol,2000-3000,Inconnu,704602.294793356,1637704.67766512,2017,22995,0
4,4,-1,35.3306369804427,4.14030016666855,7.347132448947,21.9664376928608,226.645588864855,272.623086265523,2017,6.215607598755275,0.1831545430978464,1,0.201,499.5,LORRAIN(LE),Andosol,3000-5000,Inconnu,704602.294793356,1637704.67766512,2017,22995,0
3,4,-1,26.1442070307676,3.60878225730538,5.24240885924452,19.6057178973414,217.808708631981,298.968419396666,2017,6.215607598755275,0.1831545430978464,1,0.201,499.5,LORRAIN(LE),Andosol,2000-3000,Inconnu,704586.056139284,1637668.18631112,2017,22995,0
3,4,-1,24.829418182373,-5.75,5.75,18.0,161.0,64.9831085205078,2017,6.215607598755275,0.1831545430978464,1,0.201,499.5,LORRAIN(LE),Andosol,2000-3000,Inconnu,704508.685287133,1637624.79501119,2017,22995,0
4,4,-1,26.1442070307676,3.60878225730538,5.24240885924452,19.6057178973414,217.808708631981,298.968419396666,2017,6.215607598755275,0.1831545430978464,1,0.201,499.5,LORRAIN(LE),Andosol,3000-5000,Inconnu,704586.056139284,1637668.18631112,2017,22995,0
4,4,-1,24.829418182373,-5.75,5.75,18.0,161.0,64.9831085205078,2017,6.215607598755275,0.1831545430978464,1,0.201,499.5,LORRAIN(LE),Andosol,3000-5000,Inconnu,704508.685287133,1637624.79501119,2017,22995,0
3,4,-1,24.6981773376465,4.25,5.0,20.0,217.0,301.759460449219,2017,6.215607598755275,0.1831545430978464,1,0.201,499.5,LORRAIN(LE),Andosol,2000-3000,Inconnu,704589.329150443,1637675.44716188,2017,22995,0
4,4,-1,24.6981773376465,4.25,5.0,20.0,217.0,301.759460449219,2017,6.215607598755275,0.1831545430978464,1,0.201,499.5,LORRAIN(LE),Andosol,3000-5000,Inconnu,704589.329150443,1637675.44716188,2017,22995,0
3,4,-1,30.1681151869948,1.36420642882998,5.84739046107103,17.7298614535266,219.162023274439,288.182344619168,2017,6.215607598755275,0.1831545430978464,1,0.201,499.5,LORRAIN(LE),Andosol,2000-3000,Inconnu,704580.134005499,1637660.87666321,2017,22995,0
4,4,-1,30.1681151869948,1.36420642882998,5.84739046107103,17.7298614535266,219.162023274439,288.182344619168,2017,6.215607598755275,0.1831545430978464,1,0.201,499.5,LORRAIN(LE),Andosol,3000-5000,Inconnu,704580.134005499,1637660.87666321,2017,22995,0
3,4,-1,24.6981773376465,4.25,5.0,20.0,217.0,301.759460449219,2017,6.215607598755275,0.1831545430978464,1,0.201,499.5,LORRAIN(LE),Andosol,2000-3000,Inconnu,704592.90911003,1637680.38720643,2017,22995,0
4,4,-1,24.6981773376465,4.25,5.0,20.0,217.0,301.759460449219,2017,6.215607598755275,0.1831545430978464,1,0.201,499.5,LORRAIN(LE),Andosol,3000-5000,Inconnu,704592.90911003,1637680.38720643,2017,22995,0
