rain_ord,sol_ord,ban_num,mnt_pente_mean,mnt_tpi_mean,mnt_tri_mean,mnt_rugosite_mean,mnt_ombrage_mean,mnt_exposition_mean,ANNEE,log_5b,log_chl,contamine,Taux_Chlordecone_clean,Taux_5b_hydro_clean,COMMU_LAB,Sol_simple,RAIN,histoBanane_cat,X,Y,ANNEE,ID,chl_censure
3,4,3,21.7777792215347,-2.265625,5.328125,16.25,155.75,96.3193964958191,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,3,714309.813468847,1626391.06291644,2010,20143,0
3,4,3,9.80923847853963,2.0802813392379,2.35624342308941,7.39434496795251,170.343593251082,107.48186714124,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,3,714377.455832153,1626484.25718761,2010,20143,0
3,4,3,14.3759054296382,3.00368474068876,3.32203034941726,10.5273628603038,183.470523489249,32.4829392256513,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,3,714384.622093113,1626503.15019134,2010,20143,0
3,4,2,6.51680024464925,-0.333333333333333,1.41666666666667,4.66666666666667,173.666666666667,142.058583577474,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,2,714462.211494573,1626512.1930372,2010,20143,0
3,4,3,11.813582551976,-0.192708333333333,2.43229166666667,8.0,164.541666666667,117.909361521403,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,3,714406.521818271,1626515.53267318,2010,20143,0
3,4,3,9.09000656604767,-0.5375,1.8375,6.3,178.6,37.6004138946533,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,3,714368.028526398,1626601.63512115,2010,20143,0
3,4,3,9.97969740738956,-1.10334407969595,1.95005940816311,7.24243948881888,164.815211585946,111.889816464239,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,3,714413.446258496,1626396.37185453,2010,20143,0
3,4,2,19.4262929211153,-0.245872213614869,3.99948814288093,14.6241755025208,158.544978324611,76.3749435234292,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,2,714276.059743895,1626323.4873411,2010,20143,0
3,4,2,14.1598024368286,-0.625,2.625,10.0,154.0,132.137603759766,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,2,714431.620251814,1626424.20724512,2010,20143,0
3,4,3,15.7849758097227,-0.483171149151463,2.92442514417464,10.9124367577512,150.833187881075,134.7731070225,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,3,714412.701870677,1626426.57905502,2010,20143,0
3,4,2,12.0478658676147,1.33333333333333,2.58333333333333,7.0,169.333333333333,72.7956809997559,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,2,714372.880337008,1626371.73319972,2010,20143,0
3,4,2,14.1598024368286,-0.625,2.625,10.0,154.0,132.137603759766,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,2,714431.289150441,1626422.08898919,2010,20143,0
3,4,3,10.3737745285034,-0.375,2.125,7.0,174.0,57.7799835205078,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,3,714395.233243342,1626406.97828665,2010,20143,0
3,4,3,22.5610275268555,-3.375,4.375,14.0,143.0,102.804267883301,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,3,714319.009401146,1626466.89840205,2010,20143,0
3,4,1,18.0105741932732,0.0257465318598636,3.79381221098832,13.6495023120934,163.453483815346,71.0218244454397,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,1,714268.823489944,1626338.2147872,2010,20143,0
3,4,2,17.5376748578242,2.3022631163362,3.80497982102123,12.0019757852255,174.674532374101,50.3946272777578,2010,0.0676586484738148,1.7227665977411035,1,4.6,0.07,GROS-MORNE,Andosol,2000-3000,2,714262.594680186,1626345.33932869,2010,20143,0
2,4,1,9.03437391902627,0.448646158720817,2.04061942838714,5.91670115707833,194.261405211704,291.191200026854,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,PRECHEUR(LE),Andosol,1500-2000,1,692008.525105674,1638712.73957194,2010,20226,1
2,4,1,13.3423958501102,0.078314739332313,2.75010717646941,8.09647780163198,198.313534713454,279.826360543838,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,PRECHEUR(LE),Andosol,1500-2000,1,691985.241525657,1638683.51127227,2010,20226,1
2,4,1,8.62919753424939,1.30009328903022,1.87618721690946,5.23145994524408,193.008336126239,281.069014053095,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,PRECHEUR(LE),Andosol,1500-2000,1,692001.027031355,1638693.14674708,2010,20226,1
3,4,1,19.1385816808123,2.71388717766221,5.35084503862222,17.5806760308978,185.969069328604,254.572724912164,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CARBET(LE),Andosol,2000-3000,1,697067.815926061,1629189.33810501,2010,20254,1
3,4,1,17.5777467091878,3.08333333333333,5.16666666666667,15.6666666666667,187.333333333333,255.372802734375,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CARBET(LE),Andosol,2000-3000,1,697090.781575975,1629194.50337584,2010,20254,1
3,4,1,23.6700927041041,-0.20355041291955,4.69765179721425,16.7091161581917,164.546237662909,211.311527539101,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CARBET(LE),Andosol,2000-3000,1,697081.911374326,1629180.18880998,2010,20254,1
3,4,1,27.2501058578491,-2.0,5.5,19.5,162.5,211.059410095215,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CARBET(LE),Andosol,2000-3000,1,697194.566913215,1629127.22572398,2010,20256,1
3,4,1,33.2704906463623,-0.75,6.5,21.0,144.0,195.530975341797,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CARBET(LE),Andosol,2000-3000,1,697209.696837514,1629113.34413846,2010,20256,1
3,4,1,9.47558463777724,2.95224749259148,4.00621396341191,9.12700874863,189.120567328519,255.260636521082,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CARBET(LE),Andosol,2000-3000,1,697119.513997598,1629209.40185489,2010,20257,1
3,4,1,13.5346940283718,1.243660390192,4.12502719667548,11.3898091725839,190.457076134632,251.422778423154,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CARBET(LE),Andosol,2000-3000,1,697138.982542683,1629197.26857724,2010,20257,1
3,4,1,24.7522029876709,-1.125,5.45833333333333,17.3333333333333,175.666666666667,225.561559041341,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CARBET(LE),Andosol,2000-3000,1,697155.814098917,1629163.20090794,2010,20259,1
3,4,1,21.0348020772494,-0.15910034159623,4.3636202673984,13.9292415751521,164.285550469804,204.011820231868,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CARBET(LE),Andosol,2000-3000,1,697130.167844702,1629174.98114661,2010,20260,1
3,4,1,16.9480937767606,3.23147116278522,4.20638555138449,11.7001141485343,202.499429257328,280.344273157415,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,CARBET(LE),Andosol,2000-3000,1,697172.435246966,1629217.13802143,2010,20261,1
3,2,3,12.4566180452238,-1.75,2.75,9.0,180.412110115423,41.7432591427347,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,SAINTE-MARIE,Nitisol,2000-3000,3,713134.476949545,1635715.69958841,2010,20396,1
3,2,3,12.2759342968032,-1.38291574123422,2.58427757758728,8.63329111281923,181.833731585698,37.5562765111658,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,SAINTE-MARIE,Nitisol,2000-3000,3,713117.553521599,1635727.08867287,2010,20396,1
3,2,3,9.14422194059835,0.2489861929879,1.99569422897921,6.18034129692833,183.247254111077,34.1184932980492,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,SAINTE-MARIE,Nitisol,2000-3000,3,713106.106599785,1635739.42571254,2010,20396,1
3,4,2,31.1415739059448,3.71875,6.15625,21.25,219.5,319.584518432617,2010,0.0563803334361076,0.0016486402455244,0,0.00165,0.058,PRECHEUR(LE),Andosol,2000-3000,2,693006.478140266,1639441.24607888,2010,20426,1
3,4,2,38.0807144165039,-4.2,8.25,24.4,226.8,309.562268066406,2010,0.0989399478549035,0.0016486402455244,0,0.00165,0.104,PRECHEUR(LE),Andosol,2000-3000,2,693068.233429897,1639487.74607819,2010,20427,1
3,2,2,7.5287162065506,0.078125,1.484375,4.625,168.0,108.38263130188,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,SAINT-JOSEPH,Nitisol,2000-3000,2,715537.709588808,1621989.72942147,2010,20433,1
2,1,1,18.8706577091146,-1.89299200389397,3.83549014415644,11.4099604961574,163.55997713649,199.345555747056,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,ROBERT(LE),Vertisol,1500-2000,1,720840.12158028,1624447.18044793,2010,20439,1
2,1,1,18.5411208616214,-2.12363497624731,3.82008068005751,12.0126891956654,167.774119103121,207.52419628502,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,ROBERT(LE),Vertisol,1500-2000,1,720852.647451523,1624441.09436094,2010,20439,1
2,1,1,15.9829705158027,-0.377038852634506,3.06537667815462,9.20926232653062,162.860393934077,190.397333070131,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,ROBERT(LE),Vertisol,1500-2000,1,720824.769272557,1624438.31479869,2010,20439,1
2,1,1,21.482850614555,-0.276280332081642,4.16398464286555,12.1903896032919,156.062813444794,192.101527370644,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,ROBERT(LE),Vertisol,1500-2000,1,720836.238247167,1624479.77302988,2010,20440,1
2,3,1,23.4188697198198,-2.89804979113442,4.9127708752158,15.8415490054798,138.168740362255,113.145837207974,2010,0.009950330853168,0.0016486402455244,0,0.00165,0.01,ROBERT(LE),Ferralsol,1500-2000,1,720651.124515234,1624576.50432031,2010,20443,1
2,1,1,10.2149245177257,-1.49507945641321,2.16830684786226,8.01968217434717,181.653545217102,230.775029337982,2010,0.009950330853168,0.0016486402455244,0,0.00165,0.01,ROBERT(LE),Vertisol,1500-2000,1,720681.82747302,1624614.85245454,2010,20443,1
2,1,1,13.2577815716058,-1.80364057047981,2.69522605813757,9.98906515507245,173.823842631627,209.567948001467,2010,0.009950330853168,0.0016486402455244,0,0.00165,0.01,ROBERT(LE),Vertisol,1500-2000,1,720662.581629073,1624617.86278502,2010,20443,1
2,3,1,20.71395382229,-3.38909438495754,4.49800024016529,13.905736770073,146.853016432131,131.290643385829,2010,0.009950330853168,0.0016486402455244,0,0.00165,0.01,ROBERT(LE),Ferralsol,1500-2000,1,720657.621944584,1624588.78671734,2010,20443,1
2,3,1,14.7767884626064,-2.56977301387137,3.15005044136192,10.5373013871375,166.109306431274,189.403983258973,2010,0.009950330853168,0.0016486402455244,0,0.00165,0.01,ROBERT(LE),Ferralsol,1500-2000,1,720661.882991989,1624615.250182,2010,20443,1
2,1,1,14.0043869812642,0.584374168255661,2.93305033463932,9.62685560392426,160.152060460785,174.805775967416,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,ROBERT(LE),Vertisol,1500-2000,1,720901.551249747,1624494.75090688,2010,20447,1
2,1,1,17.7830301920573,1.29166666666667,3.70833333333333,11.0,163.0,193.556076049805,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,ROBERT(LE),Vertisol,1500-2000,1,720891.600715499,1624465.61917775,2010,20447,1
2,0,1,6.08276271820068,2.25,2.25,5.0,171.0,99.4623260498047,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Urban area,1500-2000,1,718845.797438765,1609995.518397,2010,20461,1
2,1,1,11.0224681068813,-0.0750761293619622,2.17416784548637,6.55672638475095,166.901722525598,85.8827088049205,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Vertisol,1500-2000,1,718931.364604381,1610116.97839741,2010,20461,1
2,3,1,11.0786803155417,-0.0418995200216328,2.1845570742888,6.47645659431044,167.52354340569,82.2027924991635,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,718935.440331551,1610125.15923935,2010,20461,1
2,3,1,11.2872480010601,-0.226088695089209,2.21086981358417,6.68695850867338,167.313041491327,82.3498685704483,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,718933.384040377,1610123.78950996,2010,20461,1
2,3,1,8.28073370484533,-0.10132790659431,1.94992188784739,5.59937510277915,172.801249794442,75.7967047931136,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,718994.911911957,1610362.46357736,2010,20461,1
2,3,1,10.9772491455078,-0.375,2.125,7.0,161.0,149.931411743164,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719118.371429028,1610235.79145874,2010,20461,1
2,3,1,6.20643386849299,0.142635620084662,1.70380757974156,5.98381445070329,173.586545480805,163.725075100369,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719086.56937275,1610278.83814272,2010,20461,1
2,3,1,6.04359500110149,-0.90625,1.28125,5.5,181.25,183.867832183838,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719069.741358405,1610325.85653281,2010,20461,1
2,1,1,10.9772491455078,-0.375,2.125,7.0,161.0,149.931411743164,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,"Alluvium, Colluvium",1500-2000,1,719120.368069893,1610234.3278517,2010,20461,1
2,1,1,6.83730512098512,-0.328562954517441,1.29658803771724,4.65149143350179,168.049451497596,119.982107128339,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Vertisol,1500-2000,1,718983.461803495,1609962.87844568,2010,20461,1
2,1,1,9.78151226043701,-0.375,1.875,5.0,168.0,85.6383094787598,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Vertisol,1500-2000,1,718963.581921672,1610100.5534745,2010,20461,1
2,1,1,9.16112871239444,-0.25,1.69183975136446,5.0,168.465281989084,87.6881108674373,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Vertisol,1500-2000,1,718964.763339298,1610133.01109423,2010,20461,1
2,1,1,9.24263962992964,0.754762714747406,1.86844235084966,5.78116752355294,166.960389357418,95.8084470442897,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Vertisol,1500-2000,1,718857.067129625,1610030.77234101,2010,20461,1
2,1,1,10.374875360065,0.0694444444444444,2.09027777777778,6.63888888888889,163.777777777778,107.253651089138,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Vertisol,1500-2000,1,718909.600610196,1610038.91579877,2010,20461,1
2,3,1,11.440193632312,-0.132782042370576,2.11166475263683,7.91553084106501,159.626703738403,141.894765738192,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719110.528228686,1610226.41910336,2010,20461,1
2,3,1,11.7290639832536,0.0710498563275225,2.07104985632752,8.56839885062018,158.574754062944,133.912804778725,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719094.914900574,1610222.22873214,2010,20461,1
2,3,1,11.711392667454,-0.0232523876141483,2.125,8.40699044954341,158.889514325685,139.427234882748,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719109.621439968,1610229.60295748,2010,20461,1
2,3,1,10.3290597553893,0.216361438041126,2.02981686282468,5.7461783008658,168.0,83.1687820816969,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,718956.822460221,1610118.86780381,2010,20461,1
2,3,1,10.7491052150726,-0.53125,2.15625,6.25,168.25,81.3262100219727,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,718939.53858046,1610153.61398506,2010,20461,1
2,3,1,14.8362103568183,-0.8125,3.09027777777778,9.0,162.555555555556,83.6970223320855,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,718861.723407089,1610188.20484288,2010,20461,1
2,3,1,12.0117464910387,0.0426162195641574,2.49371680774519,7.48352302427839,162.522079850297,101.418870656681,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,718880.939013358,1610131.42102729,2010,20461,1
2,0,1,9.62709904792147,0.790661733903592,2.05340505012763,6.36546237305605,168.134706523347,87.8013256032825,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Urban area,1500-2000,1,718857.513927099,1610016.75099064,2010,20461,1
2,0,1,12.9034881591797,1.0,2.75,9.0,156.0,125.537673950195,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Urban area,1500-2000,1,718866.671458155,1609971.05389293,2010,20461,1
2,1,1,8.17878890037537,-0.71875,1.65625,5.5,165.75,130.766357421875,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,"Alluvium, Colluvium",1500-2000,1,719093.090336309,1610149.74502801,2010,20461,1
2,1,1,11.4416057253784,0.0153301886792453,2.01533018867925,8.12264150943396,159.316037735849,131.668387898859,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,"Alluvium, Colluvium",1500-2000,1,719105.591456812,1610214.94751085,2010,20461,1
2,3,1,29.1231737136841,-1.5,5.625,15.5,141.5,184.88948059082,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719009.957973026,1610443.38316796,2010,20461,1
2,3,1,13.4201847553253,-1.425,2.95,8.6,165.3,172.195581054687,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719015.821031964,1610400.51694523,2010,20461,1
2,3,1,5.54488730430603,-0.303571428571429,1.41071428571429,4.28571428571429,172.285714285714,113.561643327985,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719053.059490065,1610292.06047056,2010,20461,1
2,3,1,9.79435014724731,-0.333333333333333,2.0,6.33333333333333,167.0,95.4425328572591,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719000.879595285,1610370.29503235,2010,20461,1
2,1,1,10.9448839400692,1.20473870125518,2.34052259748963,7.36209038995853,160.913728830124,149.382484816424,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Vertisol,1500-2000,1,718857.049894434,1609968.52467856,2010,20461,1
2,0,1,8.29733037948608,1.75,2.25,6.0,166.5,127.058074951172,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Urban area,1500-2000,1,718851.340668222,1609994.24801895,2010,20461,1
2,0,1,10.8467400684807,1.21499797089686,2.32000405820627,7.28001623282509,161.159951301525,150.577326547527,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Urban area,1500-2000,1,718855.966626302,1609970.94201301,2010,20461,1
2,3,1,15.5146489250844,0.406422891226445,3.09795981356936,10.6552957128822,189.283808673092,21.0256036776806,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,718947.224939821,1609791.78286178,2010,20462,1
2,3,1,18.5413060188293,0.78125,3.71875,11.5,193.5,104.515712738037,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719017.530171079,1609573.86119554,2010,20462,1
2,3,1,11.1188389685936,-0.308402932117298,2.12854802524481,7.70136140191858,195.894531485159,237.910486677744,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,718957.414643134,1609594.34695904,2010,20462,1
2,3,1,21.2720470428467,-0.5,4.25,13.0,190.0,23.5522613525391,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719092.637136779,1609509.69630285,2010,20462,1
2,3,1,14.394836760391,0.0961136795546827,2.71796210681511,9.61554528178127,201.718484272604,288.204865043872,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,718922.339760133,1609609.97468507,2010,20462,1
2,3,1,15.3328029889699,0.0054876786084075,3.07418720231932,11.2967488092773,194.637399047422,9.13027163829634,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,718959.981157915,1609809.0558729,2010,20462,1
2,3,1,8.66214792125196,-0.0481927710843374,1.75,5.85542168674699,183.674698795181,79.5779028743146,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719029.979267124,1609679.56842976,2010,20462,1
2,3,1,7.87883126735687,-0.65625,1.71875,4.75,193.0,328.615577697754,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719172.763201148,1609598.62829629,2010,20462,1
2,3,1,4.91884164810181,-0.175,1.025,3.2,188.8,325.334893798828,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,719152.394477561,1609643.86396518,2010,20462,1
2,3,1,8.85892578930774,-0.163629814785884,1.68756425437752,6.05868512392765,191.945167233079,220.141718725488,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,Ferralsol,1500-2000,1,718948.153010869,1609611.73595321,2010,20462,1
2,1,1,7.2224703785908,0.662949903550556,1.37837638664715,4.07500855936621,187.845294615174,8.82758863049278,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,"Alluvium, Colluvium",1500-2000,1,719032.479377397,1609789.33205524,2010,20462,1
2,1,1,4.4999144077301,0.125,0.875,3.0,184.0,16.4526233673096,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,"Alluvium, Colluvium",1500-2000,1,719028.56801931,1609783.14494193,2010,20462,1
2,1,1,10.0498752593994,0.875,1.875,6.0,191.0,5.71059417724609,2010,6.215607598755275,0.0016486402455244,0,0.00165,499.5,DUCOS,"Alluvium, Colluvium",1500-2000,1,719005.564041643,1609806.47761611,2010,20462,1
3,3,3,23.3209422625923,-0.564698071881211,4.48415219610079,13.7647958467555,140.866704211294,103.73611572506,2010,0.0639133257436528,0.0016486402455244,0,0.00165,0.066,TRINITE(LA),Ferralsol,2000-3000,3,717611.498012739,1632431.92296716,2010,20479,1
3,3,3,26.2562627792358,-1.0,5.25,17.0,133.5,109.565200805664,2010,0.0639133257436528,0.0016486402455244,0,0.00165,0.066,TRINITE(LA),Ferralsol,2000-3000,3,717614.625518259,1632449.73098672,2010,20479,1
3,3,3,25.6292221700058,0.155828750440102,5.05089255281176,16.3650649048491,134.151812639483,111.688316866717,2010,0.0944006754214843,0.0016486402455244,0,0.00165,0.099,TRINITE(LA),Ferralsol,2000-3000,3,717567.51014502,1632415.15569782,2010,20480,1
3,3,3,26.640725145586,0.861123318338662,5.25361091900697,17.5120498170217,131.816778082378,113.697675881826,2010,0.0944006754214843,0.0016486402455244,0,0.00165,0.099,TRINITE(LA),Ferralsol,2000-3000,3,717563.198631142,1632431.19566183,2010,20480,1
2,1,1,1.96662154197693,0.15,0.4,1.2,181.6,29.2619857788086,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,FRANCOIS(LE),"Alluvium, Colluvium",1500-2000,1,726220.189692482,1616519.83728109,2011,21090,1
3,2,1,19.0830459594727,-3.1875,3.9375,13.5,205.5,302.778015136719,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,CARBET(LE),Nitisol,2000-3000,1,698508.658324026,1629004.61352906,2011,21131,1
2,1,1,2.12132024765015,-0.625,0.625,1.0,181.0,225.0,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,DUCOS,Vertisol,1500-2000,1,722324.435388562,1614733.99577353,2011,21133,1
2,1,1,15.9877140947189,0.979016515196794,3.29639350818289,9.82032801870375,180.359343962593,41.6085618533921,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,DUCOS,Vertisol,1500-2000,1,722292.658901358,1614660.54923309,2011,21134,1
2,1,1,16.2788200378418,1.125,3.375,10.0,180.0,42.5104484558105,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,DUCOS,Vertisol,1500-2000,1,722292.24773833,1614658.87965572,2011,21134,1
2,3,1,16.2209169170862,1.125,3.3664920412113,9.96596816484521,180.306286516393,41.8181012360136,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,DUCOS,Ferralsol,1500-2000,1,722289.284085803,1614657.94533168,2011,21134,1
2,1,1,16.2788200378418,1.125,3.375,10.0,180.0,42.5104484558105,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,DUCOS,Vertisol,1500-2000,1,722299.057149147,1614653.23752749,2011,21134,1
2,1,1,16.2788200378418,1.125,3.375,10.0,180.0,42.5104484558105,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,DUCOS,Vertisol,1500-2000,1,722298.575649916,1614652.56988727,2011,21134,1
2,3,1,15.8026546987549,1.125,3.30503494408093,9.72013977632371,182.518742013087,36.8169427452672,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,DUCOS,Ferralsol,1500-2000,1,722289.518665257,1614648.92898712,2011,21134,1
2,1,3,40.4505218978922,-0.503701456353984,7.70978447466849,22.6342638550597,122.332000108475,182.786646907457,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,SAINT-ESPRIT,Vertisol,1500-2000,3,726514.718471928,1610619.48000418,2011,21164,1
3,1,3,40.4505218978922,-0.503701456353984,7.70978447466849,22.6342638550597,122.332000108475,182.786646907457,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,SAINT-ESPRIT,Vertisol,2000-3000,3,726514.718471928,1610619.48000418,2011,21164,1
2,1,3,37.5578575668461,-0.91823704175786,7.19353082256958,20.7422525171076,127.229171153304,183.765031628072,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,SAINT-ESPRIT,Vertisol,1500-2000,3,726525.2649206,1610611.65659948,2011,21164,1
3,1,3,37.5578575668461,-0.91823704175786,7.19353082256958,20.7422525171076,127.229171153304,183.765031628072,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,SAINT-ESPRIT,Vertisol,2000-3000,3,726525.2649206,1610611.65659948,2011,21164,1
2,1,3,37.9825761488801,-1.02252688933435,7.17659142373678,21.1802151146748,127.767483724781,184.364808538569,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,SAINT-ESPRIT,Vertisol,1500-2000,3,726500.507414327,1610612.82458436,2011,21164,1
3,1,3,37.9825761488801,-1.02252688933435,7.17659142373678,21.1802151146748,127.767483724781,184.364808538569,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,SAINT-ESPRIT,Vertisol,2000-3000,3,726500.507414327,1610612.82458436,2011,21164,1
3,4,1,9.2724343931458,0.682251453374393,1.7862589447255,6.55279728208921,173.278628949932,66.1497297681386,2011,0.0148886124937506,0.0016486402455244,0,0.00165,0.015,SAINT-JOSEPH,Andosol,2000-3000,1,712906.570007175,1623083.3957939,2011,21211,1
